"id","title","forename","surname","region","party","type","oath_date","died_retired_date","year_created","d_o_b","Hansard_name","ex_MP"
225,"Lord","Valerian","Freyberg",,"XB","HP",,,1993,15/12/1970 00:00:00,"Freyberg, L.","N"
226,"Lord","Len","Fyfe","of Fairfield","Lab","L",24/05/2000 00:00:00,,2000,10/04/1941 00:00:00,"Fyfe of Fairfield, L.","N"
227,"Baroness","Anita","Gale",,"Lab","L",,,1999,28/11/1940 00:00:00,"Gale, B.","N"
228,"Lord","John","Gallacher",,"Lab","L",,04/01/2004 00:00:00,1983,07/05/1920 00:00:00,"Gallacher, L.","N"
229,"Baroness","Rachael","Gardner","of Parkes","Con","L",,,1981,17/07/1927 00:00:00,"Gardner of Parkes, B.","N"
230,"Lord","Tristan","Garel-Jones",,"Con","L",,,1997,28/02/1941 00:00:00,"Garel-Jones, L.","Y"
231,"Lord","Robert","Gavron",,"Lab","L",,,1999,13/09/1930 00:00:00,"Gavron, L.","N"
232,"Lord","Euan","Geddes",,"Con","HD",,,1975,03/09/1937 00:00:00,"Geddes, L.","N"
233,"Lord","Geraint","Geraint",,"Dem","L",,17/04/2004 00:00:00,1992,15/04/1925 00:00:00,"Geraint, L.","N"
234,"Lord","Richard","Gibson",,"XB","L",,20/04/2004 00:00:00,1975,05/02/1916 00:00:00,"Gibson, L.","N"
235,"Baroness","Anne","Gibson","of Market Rasen","Lab","L",15/05/2000 00:00:00,,2000,10/12/1940 00:00:00,"Gibson of Market Rasen, B.","N"
236,"Lord","John","Gilbert",,"Lab","L",,,1997,05/04/1927 00:00:00,"Gilbert, L.","Y"
237,"Lord","Ian","Gilmour","of Craigmillar","Con","L",,,1992,08/07/1926 00:00:00,"Gilmour of Craigmillar, L.","Y"
238,"Lord","Derek","Gladwin","of Clee","Lab","L",,10/04/2003 00:00:00,1994,06/06/1930 00:00:00,"Gladwin of Clee, L.","N"
239,"Lord","Ted","Glenamara",,"Lab","L",,,1977,17/12/1912 00:00:00,"Glenamara, L.","Y"
240,"Lord","Simon","Glenarthur",,"Con","HP",,,1976,07/10/1944 00:00:00,"Glenarthur, L.","N"
241,"Lord","Robin","Glentoran",,"Con","HP",,,1995,21/04/1935 00:00:00,"Glentoran, L.","N"
242,"Bishop of","David Bentley","Gloucester",,"Bp","B",,31/12/2003 00:00:00,1998,07/08/1935 00:00:00,"Gloucester, Bp.","N"
243,"Lord","Robert","Goff","of Chieveley","XB","A",,,1986,12/11/1926 00:00:00,"Goff of Chieveley, L.","N"
244,"Baroness","Llin","Golding",,"Lab","L",22/10/2001 00:00:00,,2001,21/03/1933 00:00:00,"Golding, B.","Y"
245,"Lord","Peter","Goldsmith",,"Lab","L",,,1999,05/01/1950 00:00:00,"Goldsmith, L.","N"
246,"Lord","William","Goodhart",,"Dem","L",,,1997,18/01/1933 00:00:00,"Goodhart, L.","N"
247,"Lord","James","Gordon","of Strathblane","Lab","L",,,1997,17/05/1936 00:00:00,"Gordon of Strathblane, L.","N"
248,"Viscount","Giles","Goschen",,"Con","HP",,,1977,16/11/1965 00:00:00,"Goschen, V.","N"
249,"Baroness","Mary","Goudie",,"Lab","L",,,1998,02/09/1946 00:00:00,"Goudie, B.","N"
250,"Baroness","Joyce","Gould","of Potternewton","Lab","L",,,1993,29/10/1932 00:00:00,"Gould of Potternewton, B.","N"
251,"Lord","Tony","Grabiner",,"Lab","L",,,1999,21/03/1945 00:00:00,"Grabiner, L.","N"
252,"Lord","Ted","Graham","of Edmonton","Lab","L",,,1983,26/03/1925 00:00:00,"Graham of Edmonton, L.","Y"
253,"Lord","Christopher","Grantchester",,"Lab","HP",04/11/2003 00:00:00,,2003,08/04/1951 00:00:00,"Grantchester, L.","N"
254,"Lord","James","Gray","of Contin","Con","L",,,1983,28/06/1927 00:00:00,"Gray of Contin, L.","Y"
255,"Lord","Anthony","Greaves",,"Dem","L",08/05/2000 00:00:00,,2000,27/07/1942 00:00:00,"Greaves, L.","N"
256,"Lord","Sidney","Greene","of Harrow Weald","Lab","L",,26/07/2004 00:00:00,1974,12/02/1910 00:00:00,"Greene of Harrow Weald, L.","N"
257,"Baroness","Susan","Greenfield",,"XB","L",26/06/2001 00:00:00,,2001,01/10/1950 00:00:00,"Greenfield, B.","N"
258,"Baroness","Sally","Greengross",,"XB","L",15/02/2000 00:00:00,,2000,29/06/1935 00:00:00,"Greengross, B.","N"
259,"Lord","Ambrose","Greenway",,"XB","HP",,,1975,21/05/1941 00:00:00,"Greenway, L.","N"
260,"Lord","John","Gregson",,"Lab","L",,,1975,29/01/1924 00:00:00,"Gregson, L.","N"
261,"Lord","Juliam","Grenfell",,"Other","L",18/04/2000 00:00:00,,2000,23/05/1935 00:00:00,"Grenfell, L.","N"
262,"Lord","Hugh","Griffiths",,"XB","A",,,1985,26/09/1923 00:00:00,"Griffiths, L.","N"
263,"Lord","Brian","Griffiths","of Fforestfach","Con","L",,,1991,27/12/1941 00:00:00,"Griffiths of Fforestfach, L.","N"
264,"Lord","Bruce","Grocott",,"Lab","L",03/07/2001 00:00:00,,2001,01/11/1940 00:00:00,"Grocott, L.","Y"
265,"Bishop of","John Warren Gladwin","Guildford",,"Bp","B",,24/11/2003 00:00:00,1999,30/05/1942 00:00:00,"Guildford, Bp.","N"
266,"Lord","Charles","Guthrie","of Craigiebank","XB","L",23/07/2001 00:00:00,,2001,17/11/1938 00:00:00,"Guthrie of Craigiebank, L.","N"
267,"Lord","John","Habgood",,"XB","L",,,1995,23/06/1927 00:00:00,"Habgood, L.","N"
268,"Baroness","Sally","Hamwee",,"Dem","L",,,1991,12/01/1947 00:00:00,"Hamwee, B.","N"
269,"Baroness","Joan","Hanham",,"Con","L",,,1999,23/12/1939 00:00:00,"Hanham, B.","N"
270,"Lord","David","Hannay","of Chiswick","XB","L",27/06/2001 00:00:00,,2001,28/09/1935 00:00:00,"Hannay of Chiswick, L.","N"
271,"Lord","Paul","Hanningfield",,"Con","L",,,1998,16/09/1940 00:00:00,"Hanningfield, L.","N"
272,"Lord","James","Hanson",,"Con","L",,01/11/2004 00:00:00,1983,20/01/1922 00:00:00,"Hanson, L.","N"
273,"Lord","Andrew","Hardie",,"XB","L",,,1997,08/01/1946 00:00:00,"Hardie, L.","N"
274,"Lord","Peter","Hardy","of Wath","Lab","L",,16/12/2003 00:00:00,1997,17/07/1931 00:00:00,"Hardy of Wath, L.","Y"
275,"Lord","Toby","Harris","of Haringey","Lab","L",,,1998,11/10/1953 00:00:00,"Harris of Haringey, L.","N"
276,"Lord","Ralph","Harris","of High Cross","XB","L",,,1979,10/12/1924 00:00:00,"Harris of High Cross, L.","N"
277,"Lord","Philip","Harris","of Peckham","Con","L",,,1996,15/09/1942 00:00:00,"Harris of Peckham, L.","N"
278,"Baroness","Angela","Harris","of Richmond","Dem","L",,,1999,04/01/1944 00:00:00,"Harris of Richmond, B.","N"
279,"Lord","Lyndon","Harrison",,"Lab","L",,,1999,28/09/1947 00:00:00,"Harrison, L.","N"
280,"Lord","Simon","Haskel",,"Lab","L",,,1993,08/10/1934 00:00:00,"Haskel, L.","N"
281,"Lord","Christopher","Haskins",,"Lab","L",,,1998,30/05/1937 00:00:00,"Haskins, L.","N"
282,"Lord","Roy","Hattersley",,"Lab","L",,,1997,28/12/1932 00:00:00,"Hattersley, L.","Y"
283,"Lord","Bernard","Hayhoe",,"Con","L",,,1992,08/08/1925 00:00:00,"Hayhoe, L.","Y"
284,"Baroness","Helene","Hayman",,"Lab","L",,,1996,26/03/1949 00:00:00,"Hayman, B.","Y"
285,"Lord","Denis","Healey",,"Lab","L",,,1992,30/08/1917 00:00:00,"Healey, L.","Y"
286,"Lord","Oliver","Henley",,"Con","HP",,,1977,22/11/1953 00:00:00,"Henley, L.","N"
287,"Bishop of","John Keith Oliver","Hereford",,"Bp","B",,30/11/2003 00:00:00,1997,14/04/1935 00:00:00,"Hereford, Bp.","N"
288,"Lord","Mchael","Heseltine",,"Con","L",23/10/2001 00:00:00,,2001,21/03/1933 00:00:00,"Heseltine, L.","Y"
289,"Lord","Terence","Higgins",,"Con","L",,,1997,18/01/1928 00:00:00,"Higgins, L.","Y"
290,"Lord","Peter","Hill-Norton",,"XB","L",,16/05/2004 00:00:00,1979,08/02/1915 00:00:00,"Hill-Norton, L.","N"
291,"Baroness","Jenny","Hilton","of Eggardon","Lab","L",,,1991,12/01/1936 00:00:00,"Hilton of Eggardon, B.","N"
292,"Lord","John","Hobhouse","of Woodborough","XB","A",,15/03/2004 00:00:00,1998,31/01/1932 00:00:00,"Hobhouse of Woodborough, L.","N"
293,"Lord","Robin","Hodgson","of Astley Abbotts","Con","L",28/06/2000 00:00:00,,2000,25/04/1942 00:00:00,"Hodgson of Astley Abbotts, L.","Y"
294,"Lord","Leonard","Hoffmann",,"XB","A",,,1995,08/05/1934 00:00:00,"Hoffmann, L.","N"
295,"Baroness","Sarah","Hogg",,"Con","L",,,1995,14/05/1946 00:00:00,"Hogg, B.","N"
296,"Lord","Norman","Hogg","of Cumbernauld","Lab","L",,,1997,12/03/1938 00:00:00,"Hogg of Cumbernauld, L.","Y"
297,"Lord","Clive","Hollick",,"Lab","L",,,1991,20/05/1945 00:00:00,"Hollick, L.","N"
298,"Baroness","Patricia","Hollis","of Heigham","Lab","L",,,1990,24/05/1941 00:00:00,"Hollis of Heigham, B.","N"
299,"Lord","Richard","Holme","of Cheltenham","Dem","L",,,1990,27/05/1936 00:00:00,"Holme of Cheltenham, L.","N"
300,"Earl","David","Home",,"Con","HP",,,1995,20/10/1943 00:00:00,"Home, E.","N"
301,"Baroness","Gloria","Hooper",,"Con","L",,,1985,25/05/1939 00:00:00,"Hooper, B.","N"
302,"Lord","Hugh","Hooson",,"Dem","L",,,1979,26/03/1925 00:00:00,"Hooson, L.","Y"
303,"Lord","James","Hope","of Craighead","XB","L",,,1995,27/06/1938 00:00:00,"Hope of Craighead, L.","N"
304,"Baroness","Valarie","Howarth","of Breckland","XB","L",24/07/2001 00:00:00,,2001,05/09/1940 00:00:00,"Howarth of Breckland, B.","N"
305,"Earl","Frederick","Howe",,"Con","HP",,,1984,29/01/1951 00:00:00,"Howe, E.","N"
306,"Lord","Geoffrey","Howe","of Aberavon","Con","L",,,1992,20/12/1926 00:00:00,"Howe of Aberavon, L.","Y"
307,"Baroness","Elspeth","Howe","of Idlicote","XB","L",11/07/2001 00:00:00,,2001,08/02/1932 00:00:00,"Howe of Idlicote, B.","N"
308,"Lord","David","Howell","of Guildford","Con","L",,,1997,18/01/1936 00:00:00,"Howell of Guildford, L.","Y"
309,"Baroness","Ros","Howells","of St Davids","Lab","L",,,1999,10/01/1931 00:00:00,"Howells of St. Davids, B.","N"
310,"Lord","William","Howie","of Troon","Lab","L",,,1978,02/03/1924 00:00:00,"Howie of Troon, L.","Y"
311,"Lord","Doug","Hoyle",,"Lab","L",,,1997,17/02/1930 00:00:00,"Hoyle, L.","Y"
312,"Lord","Robert","Hughes","of Woodside","Lab","L",,,1997,31/01/1932 00:00:00,"Hughes of Woodside, L.","Y"
313,"Lord","Julian","Hunt","of Chesterton","Lab","L",16/05/2000 00:00:00,,2000,05/09/1941 00:00:00,"Hunt of Chesterton, L.","N"
314,"Lord","Philip","Hunt","of Kings Heath","Lab","L",,,1997,19/05/1949 00:00:00,"Hunt of Kings Heath, L.","N"
315,"Lord","John","Hunt","of Tanworth","XB","L",,,1980,23/10/1919 00:00:00,"Hunt of Tanworth, L.","N"
316,"Lord","David","Hunt","of Wirral","Con","L",,,1997,21/05/1942 00:00:00,"Hunt of Wirral, L.","Y"
317,"Lord","Douglas","Hurd","of Westwell","Con","L",,,1997,08/03/1930 00:00:00,"Hurd of Westwell, L.","Y"
318,"Lord","Marmaduke","Hussey","of North Bradley","XB","L",,,1996,29/08/1923 00:00:00,"Hussey of North Bradley, L.","N"
319,"Lord","Jeremey","Hutchinson","of Lullington","Dem","L",,,1978,28/03/1915 00:00:00,"Hutchinson of Lullington, L.","N"
320,"Lord","Brian","Hutton",,"XB","A",,,1997,29/06/1931 00:00:00,"Hutton, L.","N"
321,"Lord","Raymond","Hylton",,"XB","HP",,,1967,13/06/1932 00:00:00,"Hylton, L.","N"
322,"Lord","Peter","Imbert",,"XB","L",,,1999,27/04/1933 00:00:00,"Imbert, L.","N"
323,"Lord","Peter","Inge",,"XB","L",,,1997,05/08/1935 00:00:00,"Inge, L.","N"
324,"Lord","Richard","Inglewood",,"Con","HP",,,1989,31/07/1951 00:00:00,"Inglewood, L.","N"
325,"Lord","Derry","Irvine","of Lairg","Lab","L",,,1987,23/06/1940 00:00:00,"Irvine of Lairg, L.","N"
326,"Lord","Royston","Islwyn",,"Lab","L",,19/12/2003 00:00:00,1997,09/06/1925 00:00:00,"Islwyn, L.","Y"
327,"Lord","Anthony","Jacobs",,"Dem","L",,,1997,13/11/1931 00:00:00,"Jacobs, L.","N"
328,"Baroness","Phyllis","James","of Holland Park","Con","L",,,1991,03/08/1920 00:00:00,"James of Holland Park, B.","N"
329,"Lord","Greville","Janner","of Braunstone","Lab","L",,,1997,11/07/1928 00:00:00,"Janner of Braunstone, L.","Y"
330,"Lord","Charles","Jauncey","of Tullichettle","XB","A",,,1988,08/05/1925 00:00:00,"Jauncey of Tullichettle, L.","N"
331,"Baroness","Margaret","Jay","of Paddington","Lab","L",,,1992,18/11/1939 00:00:00,"Jay of Paddington, B.","N"
332,"Baroness","Lena","Jeger",,"Lab","L",,,1979,19/11/1915 00:00:00,"Jeger, B.","Y"
333,"Earl","George","Jellicoe",,"Con","L",,,1935,04/04/1918 00:00:00,"Jellicoe, E.","N"
334,"Lord","Charles","Jenkin","of Roding","Con","L",,,1987,07/09/1926 00:00:00,"Jenkin of Roding, L.","Y"
335,"Lord","Roy","Jenkins","of Hillhead","Dem","L",,05/01/2003 00:00:00,1987,11/11/1920 00:00:00,"Jenkins of Hillhead, L.","Y"
336,"Lord","Hugh","Jenkins","of Putney","Lab","L",,26/01/2004 00:00:00,1981,27/07/1908 00:00:00,"Jenkins of Putney, L.","Y"
337,"Lord","Joel","Joffe",,"XB","L",22/02/2000 00:00:00,,2000,12/05/1932 00:00:00,"Joffe, L.","N"
338,"Lord","Barry","Jones",,"Lab","L",19/07/2001 00:00:00,,2001,26/06/1937 00:00:00,"Jones, L.","Y"
339,"Lord","Michael","Jopling",,"Con","L",,,1997,10/12/1930 00:00:00,"Jopling, L.","Y"
340,"Lord","Bill","Jordan",,"Lab","L",,,2000,28/01/1936 00:00:00,"Jordan, L.","N"
341,"Lord","Frank","Judd",,"Lab","L",,,1991,28/03/1935 00:00:00,"Judd, L.","Y"
342,"Lord","Kenneth","Keith","of Castleacre","Con","L",,01/09/2004 00:00:00,1980,30/08/1916 00:00:00,"Keith of Castleacre, L.","N"
343,"Lord","Paul","Kelvedon",,"Con","L",,,1997,09/10/1935 00:00:00,"Kelvedon, L.","Y"
344,"Baroness","Helena","Kennedy","of The Shaws","Lab","L",,,1997,12/05/1950 00:00:00,"Kennedy of The Shaws, B.","N"
345,"Lord","John","Kilclooney",,"XB","L",17/10/2001 00:00:00,,2001,24/12/1937 00:00:00,"Kilclooney, L.","Y"
346,"Lord","Robert","Kilpatrick","of Kincraig","XB","L",,,1996,29/07/1926 00:00:00,"Kilpatrick of Kincraig, L.","N"
347,"Lord","Marcus","Kimball",,"Con","L",,,1985,18/10/1928 00:00:00,"Kimball, L.","N"
348,"Lord","Tom","King","of Bridgwater","Con","L",17/10/2001 00:00:00,,2001,13/06/1933 00:00:00,"King of Bridgwater, L.","Y"
349,"Lord","John","King","of Wartnaby","Other","L",,12/07/2005 00:00:00,1983,19/08/1918 00:00:00,"King of Wartnaby, L.","N"
350,"Lord","Tarsem","King","of West Bromwich","Lab","L",,,1999,24/04/1937 00:00:00,"King of West Bromwich, L.","N"
351,"Lord","Robert","Kingsdown",,"XB","L",,,1993,05/01/1927 00:00:00,"Kingsdown, L.","N"
352,"Lord","Christopher","Kingsland",,"Con","L",,,1994,01/01/1942 00:00:00,"Kingsland, L.","N"
353,"Lord","Graham","Kirkham",,"Con","L",,,1999,14/12/1944 00:00:00,"Kirkham, L.","N"
354,"Lord","John","Kirkhill",,"Lab","L",,,1975,07/05/1930 00:00:00,"Kirkhill, L.","N"
355,"Baroness","Joan","Knight","of Collingtree","Con","L",,,1997,09/07/1927 00:00:00,"Knight of Collingtree, B.","Y"
356,"Lord","Philip","Knights",,"XB","L",,,1987,03/10/1920 00:00:00,"Knights, L.","N"
357,"Lord","Hector","Laing","of Dunphail","Con","L",,,1991,12/05/1923 00:00:00,"Laing of Dunphail, L.","N"
358,"Lord","John","Laird",,"XB","L",,,1999,23/04/1944 00:00:00,"Laird, L.","Y"
359,"Lord","William","Laming",,"XB","L",,,1998,19/07/1936 00:00:00,"Laming, L.","N"
360,"Lord","Norman","Lamont","of Lerwick","Con","L",,,1998,08/05/1942 00:00:00,"Lamont of Lerwick, L.","Y"
361,"Lord","Peter","Lane",,"XB","A",,21/08/2005 00:00:00,1990,29/01/1925 00:00:00,"Lane, L.","N"
362,"Lord","Geoffrey","Lane","of Horsell","Con","L",,,1979,17/07/1918 00:00:00,"Lane of Horsell, L.","N"
363,"Lord","Ian","Lang","of Monkton","Con","L",,,1997,27/06/1940 00:00:00,"Lang of Monkton, L.","Y"
364,"Lord","Nigel","Lawson","of Blaby","Con","L",,,1992,11/03/1932 00:00:00,"Lawson of Blaby, L.","Y"
365,"Lord","Richard","Layard",,"Lab","L",10/05/2000 00:00:00,,2000,15/03/1934 00:00:00,"Layard, L.","N"
366,"Lord","David","Lea","of Crondall","Lab","L",,,1999,02/11/1937 00:00:00,"Lea of Crondall, L.","N"
367,"Lord","Anthony","Lester","of Herne Hill","Dem","L",,,1993,03/07/1936 00:00:00,"Lester of Herne Hill, L.","N"
368,"Lord","Peter","Levene","of Portsoken","XB","L",,,1997,08/12/1941 00:00:00,"Levene of Portsoken, L.","N"
369,"Lord","Abraham","Levy",,"Lab","L",,,1997,11/07/1944 00:00:00,"Levy, L.","N"
370,"Lord","Jack","Lewis","of Newnham","XB","L",,,1989,13/02/1928 00:00:00,"Lewis of Newnham, L.","N"
371,"Bishop of","Keith Norman Sutton","Lichfield",,"Bp","B",,13/05/2003 00:00:00,1989,22/06/1939 00:00:00,"Lichfield, Bp.","N"
372,"Earl","James","Lindsay",,"Con","HP",,,1989,19/11/1955 00:00:00,"Lindsay, E.","N"
373,"Baroness","Veronica","Linklater","of Butterstone","Dem","L",,,1997,15/04/1943 00:00:00,"Linklater of Butterstone, B.","N"
374,"Lord","David","Lipsey",,"Lab","L",,,1999,21/04/1948 00:00:00,"Lipsey, L.","N"
375,"Earl","Francis","Listowel",,"XB","HP",,,1997,28/06/1964 00:00:00,"Listowel, E.","N"
376,"Bishop of","James Jones","Liverpool",,"Bp","B",20/10/2003 00:00:00,,2003,18/08/1948 00:00:00,"Liverpool, Bp.","N"
377,"Earl","Edward","Liverpool",,"Con","HP",,,1969,14/11/1944 00:00:00,"Liverpool, E.","N"
378,"Lord","Richard","Livsey","of Talgarth","Dem","L",16/10/2001 00:00:00,,2001,02/05/1935 00:00:00,"Livsey of Talgarth, L.","Y"
379,"Lord","Anthony","Lloyd","of Berwick","XB","A",,,1993,09/05/1929 00:00:00,"Lloyd of Berwick, L.","N"
380,"Baroness","June","Lloyd","of Highbury","XB","L",,,1996,01/01/1928 00:00:00,"Lloyd of Highbury, B.","N"
381,"Lord","Andrew","Lloyd-Webber",,"Con","L",,,1997,22/03/1948 00:00:00,"Lloyd-Webber, L.","N"
382,"Baroness","Betty","Lockwood",,"Lab","L",,,1978,22/01/1924 00:00:00,"Lockwood, B.","N"
383,"Lord","Geoffrey","Lofthouse","of Pontefract","Lab","L",,,1997,18/12/1925 00:00:00,"Lofthouse of Pontefract, L.","Y"
384,"Bishop of","Richard Chartres","London",,"Bp","B",,,1996,11/07/1947 00:00:00,"London, Bp.","N"
385,"Lord","Ralph","Lucas",,"Con","HP",,,1991,07/06/1951 00:00:00,"Lucas, L.","N"
386,"Lord","Richard","Luce",,"XB","L",,,2000,14/10/1936 00:00:00,"Luce, L.","Y"
387,"Baroness","Sarah","Ludford",,"Dem","L",,,1997,14/03/1951 00:00:00,"Ludford, B.","N"
388,"Lord","Arthur","Luke",,"Con","HP",,,1996,13/01/1933 00:00:00,"Luke, L.","N"
389,"Lord","Charles","Lyell",,"Con","HD",,,1943,27/03/1939 00:00:00,"Lyell, L.","N"
390,"Lord","Robert","McAlpine","of West Green","Other","L",,,1984,14/05/1942 00:00:00,"McAlpine of West Green, L.","N"
391,"Lord","Donald","Macaulay","of Bragar","Lab","L",,,1989,14/11/1933 00:00:00,"Macaulay of Bragar, L.","N"
392,"Lord","William","McCarthy",,"Lab","L",,,1976,30/07/1925 00:00:00,"McCarthy, L.","N"
393,"Lord","John","McCluskey",,"XB","L",,,1976,12/06/1929 00:00:00,"McCluskey, L.","N"
394,"Lord","Ian","McColl","of Dulwich","Con","L",,,1989,06/01/1933 00:00:00,"McColl of Dulwich, L.","N"
395,"Lord","Gus","Macdonald","of Tradeston","Lab","L",,,1998,20/08/1940 00:00:00,"Macdonald of Tradeston, L.","N"
396,"Lord","Norman","Macfarlane","of Bearsden","Con","L",,,1991,05/03/1926 00:00:00,"Macfarlane of Bearsden, L.","N"
397,"Baroness","Jean","McFarlane","of Llandaff","XB","L",,,1979,01/04/1926 00:00:00,"McFarlane of Llandaff, B.","N"
398,"Lord","John","MacGregor","of Pulham Market","Con","L",23/07/2001 00:00:00,,2001,14/02/1937 00:00:00,"MacGregor of Pulham Market, L.","Y"
399,"Lord","Andrew","McIntosh","of Haringey","Lab","L",,,1983,30/04/1933 00:00:00,"McIntosh of Haringey, L.","N"
400,"Baroness","Genista","McIntosh","of Hudnall","Lab","L",,,1999,23/09/1946 00:00:00,"McIntosh of Hudnall, B.","N"
401,"Lord","James","Mackay","of Clashfern","Con","L",,,1979,02/07/1927 00:00:00,"Mackay of Clashfern, L.","N"
402,"Lord","Donald","Mackay","of Drumadoon","XB","L",,,1995,30/01/1946 00:00:00,"Mackay of Drumadoon, L.","N"
403,"Lord","Hector","MacKenzie","of Culkein","Lab","L",,,1999,25/02/1940 00:00:00,"MacKenzie of Culkein, L.","N"
404,"Lord","Brian","Mackenzie","of Framwellgate","Lab","L",,,1998,21/03/1943 00:00:00,"Mackenzie of Framwellgate, L.","N"
405,"Lord","George","Mackie","of Benshie","Dem","L",,,1974,17/10/1919 00:00:00,"Mackie of Benshie, L.","Y"
406,"Lord","Ian","MacLaurin","of Knebworth","Con","L",,,1996,30/03/1937 00:00:00,"MacLaurin of Knebworth, L.","N"
407,"Lord","Bob","Maclennan","of Rogart","Dem","L",16/10/2001 00:00:00,,2001,26/06/1936 00:00:00,"Maclennan of Rogart, L.","Y"
408,"Lord","Tom","McNally",,"Dem","L",,,1995,20/02/1943 00:00:00,"McNally, L.","Y"
409,"Baroness","Diana","Maddock",,"Dem","L",,,1997,19/05/1945 00:00:00,"Maddock, B.","Y"
410,"Lord","Kenneth","Maginnis","of Drumglass","XB","L",24/10/2001 00:00:00,,2001,21/01/1938 00:00:00,"Maginnis of Drumglass, L.","Y"
411,"Baroness","Ann","Mallalieu",,"Lab","L",,,1991,27/11/1945 00:00:00,"Mallalieu, B.","N"
412,"Bishop of","Christopher Mayfield","Manchester",,"Bp","B",,30/09/2002 00:00:00,1998,18/12/1935 00:00:00,"Manchester, Bp.","N"
413,"Lord","Benjamin","Mancroft",,"Con","HP",,,1987,16/05/1957 00:00:00,"Mancroft, L.","N"
414,"Countess of","Margaret","Mar",,"XB","HD",,,1975,19/09/1940 00:00:00,"Mar, C.","N"
415,"Earl","James","Mar and Kellie",,"Dem","L",19/04/2000 00:00:00,,2000,10/03/1949 00:00:00,"Mar and Kellie, E.","N"
416,"Lord","Mark","Marlesford",,"Con","L",,,1991,11/09/1931 00:00:00,"Marlesford, L.","N"
417,"Lord","Richard","Marsh",,"XB","L",,,1981,14/03/1928 00:00:00,"Marsh, L.","Y"
418,"Lord","Colin","Marshall","of Knightsbridge","XB","L",,,1998,16/11/1933 00:00:00,"Marshall of Knightsbridge, L.","N"
419,"Baroness","Susan","Masham","of Ilton","XB","L",,,1970,14/04/1935 00:00:00,"Masham of Ilton, B.","N"
420,"Lord","Roy","Mason","of Barnsley","Lab","L",,,1987,18/04/1924 00:00:00,"Mason of Barnsley, L.","Y"
421,"Baroness","Doreen","Massey","of Darwen","Lab","L",,,1999,05/09/1938 00:00:00,"Massey of Darwen, B.","N"
422,"Lord","Robert","May","of Oxford","XB","L",15/10/2001 00:00:00,,2001,08/01/1936 00:00:00,"May of Oxford, L.","N"
423,"Lord","Patrick","Mayhew","of Twysden","Con","L",,,1997,11/09/1929 00:00:00,"Mayhew of Twysden, L.","Y"
424,"Lord","Merlyn","Merlyn-Rees",,"Lab","L",,,1992,18/12/1920 00:00:00,"Merlyn-Rees, L.","Y"
425,"Lord","Robert","Methuen",,"Dem","HD",,,1994,22/07/1931 00:00:00,"Methuen, L.","N"
426,"Baroness","Ray","Michie","of Gallanach","Dem","L",31/10/2001 00:00:00,,2001,04/02/1934 00:00:00,"Michie of Gallanach, B.","Y"
427,"Baroness","Susan","Miller","of Chilthorne Domer","Dem","L",,,1998,01/01/1954 00:00:00,"Miller of Chilthorne Domer, B.","N"
428,"Baroness","Doreen","Miller","of Hendon","Con","L",,,1993,13/06/1933 00:00:00,"Miller of Hendon, B.","N"
429,"Lord","Peter","Millett",,"XB","A",,,1998,23/06/1932 00:00:00,"Millett, L.","N"
430,"Lord","Arthur","Milner","of Leeds","Lab","HP",,20/08/2003 00:00:00,1967,12/09/1923 00:00:00,"Milner of Leeds, L.","N"
431,"Lord","Victor","Mishcon",,"Lab","L",,,1978,14/08/1915 00:00:00,"Mishcon, L.","N"
432,"Lord","Parry","Mitchell",,"Lab","L",24/05/2000 00:00:00,,2000,06/05/1943 00:00:00,"Mitchell, L.","N"
433,"Lord","James","Molyneaux","of Killead","XB","L",,,1997,27/08/1920 00:00:00,"Molyneaux of Killead, L.","Y"
434,"Lord","Hector","Monro","of Langholm","Con","L",,,1997,04/10/1922 00:00:00,"Monro of Langholm, L.","Y"
435,"Lord","John","Monson",,"XB","HP",,,1958,03/05/1932 00:00:00,"Monson, L.","N"
436,"Lord","Edward","Montagu","of Beaulieu","Con","HP",,,1929,20/10/1926 00:00:00,"Montagu of Beaulieu, L.","N"
437,"Duke of","James","Montrose",,"Con","HP",,,1992,06/04/1935 00:00:00,"Montrose, D.","N"
438,"Lord","John","Moore","of Lower Marsh","Con","L",,,1992,26/11/1937 00:00:00,"Moore of Lower Marsh, L.","Y"
439,"Lord","Philip","Moore","of Wolvercote","XB","L",,,1986,06/04/1921 00:00:00,"Moore of Wolvercote, L.","N"
440,"Lord","John","Moran",,"XB","HP",,,1977,22/09/1924 00:00:00,"Moran, L.","N"
441,"Lord","Kenneth","Morgan",,"Lab","L",12/07/2000 00:00:00,,2000,16/05/1934 00:00:00,"Morgan, L.","N"
442,"Baroness","Sally","Morgan","of Huyton","Lab","L",21/06/2001 00:00:00,,2001,28/06/1959 00:00:00,"Morgan of Huyton, B.","Y"
443,"Lord","John","Morris","of Aberavon","Lab","L",04/07/2001 00:00:00,,2001,05/11/1931 00:00:00,"Morris of Aberavon, L.","Y"
444,"Lord","Alf","Morris","of Manchester","Lab","L",,,1997,23/03/1928 00:00:00,"Morris of Manchester, L.","Y"
445,"Lord","Claus","Moser",,"XB","L",09/07/2001 00:00:00,,2001,24/11/1922 00:00:00,"Moser, L.","N"
446,"Lord","Charles","Mowbray and Stourton",,"Con","HP",,,1965,11/03/1923 00:00:00,"Mowbray and Stourton, L.","N"
